ministry_id,ministry_name,department_id,department_name,jurisdiction,document_count,pdf_count
86,NO MINISTRY,747,Energy,STATE,2,0
78,NO MINISTRY,235,Agriculture Department,STATE,1,0
58,NO MINISTRY,559,Public Works Department,STATE,1,0
74,NO MINISTRY,267,Mineral Resources Department,STATE,2,0
72,NO MINISTRY,1596,"Official Language (legislative) Commission,Kerala",STATE,1,0
82,NO MINISTRY,981,Department of Mining,STATE,1,0
64,NO MINISTRY,808,Industries Department,UNION_TERRITORY,2,0
83,NO MINISTRY,1087,Administrative Reforms and Co-ordination Department,STATE,1,0
58,NO MINISTRY,526,Chief Minister's Secretariat,STATE,1,0
58,NO MINISTRY,1630,Social Justice,STATE,1,0
85,NO MINISTRY,778,"Highways and Minor Ports Department, Government of Tamil Nadu",STATE,1,0
83,NO MINISTRY,1089,"Art, Culture and Archaeology Department",STATE,1,0
70,NO MINISTRY,723,"Panchayati Raj Department, Government of Jharkhand",STATE,2,0
87,NO MINISTRY,1074,Directorate of Fire & Emergency Services,STATE,1,0
78,NO MINISTRY,1163,Political and Cabinet,STATE,1,0
131,No Ministry,1316,Water Security & PHE Department,STATE,1,0
70,NO MINISTRY,724,"Cabinet Secretariat and Vigilance Department, Government of Jharkhand",STATE,1,0
181,LAND REVENUE,1305,LAND REVENUE,STATE,1,0
156,Personnel,1176,Personnel,STATE,1,0
58,NO MINISTRY,554,Political Department,STATE,1,0
87,NO MINISTRY,920,Department of Agriculture & Farmers Welfare,STATE,1,0
189,NO MINISTRY,1494,Higher Education Department,UNION_TERRITORY,1,0
89,NO MINISTRY,1550,DEPARTMENT OF SUGARCANE,STATE,1,0
64,NO MINISTRY,792,Department of Tourism,UNION_TERRITORY,1,0
58,NO MINISTRY,560,Relief and Rehabilitation Department,STATE,1,0
65,NO MINISTRY,1231,"Planning Department, Government of Goa",STATE,1,0
60,NO MINISTRY,1454,VIGILANCE DEPARTMENT,UNION_TERRITORY,1,0
67,NO MINISTRY,1623,Citizen Resources Information Department,STATE,1,0
195,PERSONNEL AND ADMINISTRATIVE REFORMS,1450,PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT,STATE,2,0
78,NO MINISTRY,241,Finance Department,STATE,2,0
89,NO MINISTRY,392,DEPARTMENT OF LEGISLATIVE AND PARLIMENTARY AFFAIRS,STATE,3,0
67,NO MINISTRY,1644,Haryana Agro Industries Corporation,STATE,1,0
182,VETERINARY & ANIMAL HUSBANDRY,1332,VETERINARY & ANIMAL HUSBANDRY,STATE,1,0
61,State Government,1062,DEPARTMENT OF PUBLIC HEALTH ENGINEERING,STATE,1,0
91,Andaman and Nicobar Administration,1600,Department of Jail,UNION_TERRITORY,1,0
66,NO MINISTRY,314,Women and Child Department,STATE,2,0
76,NO MINISTRY,994,Fire Service Department,STATE,1,0
89,NO MINISTRY,519,DEPARTMENT OF LANGUAGE,STATE,1,0
64,NO MINISTRY,1377,Administrative Reforms Department,UNION_TERRITORY,1,0
65,NO MINISTRY,1349,"Department of River Navigation, Government of Goa",STATE,1,0
78,NO MINISTRY,832,Health Department,STATE,1,0
